sample_id	pathway_id	pathway_name	annotated_pathway_ko_count	observed_kos	total_kos	completeness_pct	matched_observed_kos	matched_ko_count_sum
5A	map04626	Plant-pathogen interaction	718	6	87	6.9	6	359
13A	map00052	Galactose metabolism	718	31	85	36.47	31	359
13A	map05010	Alzheimer disease	718	31	300	10.33	31	359
14A	map01524	Platinum drug resistance	718	4	46	8.7	4	359
14A	map01501	beta-Lactam resistance	716	21	112	18.75	21	358
46A	map00073	"Cutin, suberine and wax biosynthesis"	716	4	21	19.05	4	358
49A	map00350	Tyrosine metabolism	716	30	85	35.29	30	358
42A	map00280	"Valine, leucine and isoleucine degradation"	712	31	71	43.66	31	356
47A	map04070	Phosphatidylinositol signaling system	710	2	55	3.64	2	355
1A	map03320	PPAR signaling pathway	708	8	63	12.7	8	354
14A	map04930	Type II diabetes mellitus	708	2	37	5.41	2	354
5A	map00340	Histidine metabolism	706	24	48	50	24	353
46A	map01501	beta-Lactam resistance	706	19	112	16.96	19	353
42A	map00360	Phenylalanine metabolism	704	30	75	40	30	352
49A	map04068	FoxO signaling pathway	704	4	103	3.88	4	352
42A	map04068	FoxO signaling pathway	702	3	103	2.91	3	351
42A	map00380	Tryptophan metabolism	700	28	82	34.15	28	350
47A	map04151	PI3K-Akt signaling pathway	696	7	268	2.61	7	348
1A	map04151	PI3K-Akt signaling pathway	688	7	268	2.61	7	344
42A	map05020	Prion disease	688	18	209	8.61	18	344
47A	map05415	Diabetic cardiomyopathy	688	17	160	10.62	17	344
47A	map04940	Type I diabetes mellitus	688	2	25	8	2	344
49A	map05010	Alzheimer disease	688	26	300	8.67	26	344
49A	map00521	Streptomycin biosynthesis	686	11	21	52.38	11	343
14A	map00410	beta-Alanine metabolism	684	25	46	54.35	25	342
3A	map04151	PI3K-Akt signaling pathway	682	8	268	2.99	8	341
42A	map04151	PI3K-Akt signaling pathway	682	8	268	2.99	8	341
47A	map00040	Pentose and glucuronate interconversions	680	18	96	18.75	18	340
47A	map01040	Biosynthesis of unsaturated fatty acids	678	5	32	15.62	5	339
1A	map04068	FoxO signaling pathway	676	3	103	2.91	3	338
42A	map03320	PPAR signaling pathway	676	8	63	12.7	8	338
49A	map00998	Biosynthesis of various antibiotics	676	6	74	8.11	6	338
5A	map04068	FoxO signaling pathway	674	3	103	2.91	3	337
13A	map00350	Tyrosine metabolism	674	33	85	38.82	33	337
13A	map04980	Cobalamin transport and metabolism	672	4	17	23.53	4	336
13A	map05020	Prion disease	672	30	209	14.35	30	336
49A	map04151	PI3K-Akt signaling pathway	672	10	268	3.73	10	336
42A	map00780	Biotin metabolism	670	13	24	54.17	13	335
47A	map00780	Biotin metabolism	670	13	24	54.17	13	335
3A	map05134	Legionellosis	668	5	69	7.25	5	334
3A	map00360	Phenylalanine metabolism	666	30	75	40	30	333
5A	map04151	PI3K-Akt signaling pathway	666	6	268	2.24	6	333
42A	map04932	Non-alcoholic fatty liver disease	658	10	127	7.87	10	329
46A	map04068	FoxO signaling pathway	658	7	103	6.8	7	329
3A	map00552	Teichoic acid biosynthesis	656	7	41	17.07	7	328
13A	map04213	Longevity regulating pathway - multiple species	656	5	58	8.62	5	328
14A	map00052	Galactose metabolism	652	29	85	34.12	29	326
14A	map04932	Non-alcoholic fatty liver disease	652	22	127	17.32	22	326
46A	map04980	Cobalamin transport and metabolism	652	5	17	29.41	5	326
13A	map04621	NOD-like receptor signaling pathway	648	5	145	3.45	5	324
5A	map04070	Phosphatidylinositol signaling system	644	2	55	3.64	2	322
3A	map05012	Parkinson disease	642	19	208	9.13	19	321
13A	map00552	Teichoic acid biosynthesis	642	9	41	21.95	9	321
42A	map00627	Aminobenzoate degradation	642	23	93	24.73	23	321
3A	map00380	Tryptophan metabolism	640	25	82	30.49	25	320
42A	map04070	Phosphatidylinositol signaling system	638	2	55	3.64	2	319
1A	map00521	Streptomycin biosynthesis	636	11	21	52.38	11	318
13A	map00071	Fatty acid degradation	634	26	60	43.33	26	317
47A	map00340	Histidine metabolism	632	21	48	43.75	21	316
49A	map04940	Type I diabetes mellitus	630	2	25	8	2	315
49A	map00071	Fatty acid degradation	628	25	60	41.67	25	314
42A	map01040	Biosynthesis of unsaturated fatty acids	626	7	32	21.88	7	313
49A	map01524	Platinum drug resistance	626	4	46	8.7	4	313
3A	map04068	FoxO signaling pathway	624	4	103	3.88	4	312
1A	map04940	Type I diabetes mellitus	622	2	25	8	2	311
46A	map00360	Phenylalanine metabolism	622	28	75	37.33	28	311
3A	map04980	Cobalamin transport and metabolism	620	4	17	23.53	4	310
47A	map03320	PPAR signaling pathway	618	7	63	11.11	7	309
5A	map03420	Nucleotide excision repair	616	12	61	19.67	12	308
5A	map00780	Biotin metabolism	614	12	24	50	12	307
5A	map00040	Pentose and glucuronate interconversions	614	21	96	21.88	21	307
47A	map04152	AMPK signaling pathway	614	7	85	8.24	7	307
13A	map00627	Aminobenzoate degradation	612	26	93	27.96	26	306
42A	map04940	Type I diabetes mellitus	612	2	25	8	2	306
47A	map01524	Platinum drug resistance	610	4	46	8.7	4	305
13A	map01320	Sulfur cycle	608	32	53	60.38	32	304
46A	map04914	Progesterone-mediated oocyte maturation	608	4	65	6.15	4	304
49A	map01040	Biosynthesis of unsaturated fatty acids	608	10	32	31.25	10	304
49A	map04211	Longevity regulating pathway	608	4	68	5.88	4	304
1A	map00627	Aminobenzoate degradation	606	20	93	21.51	20	303
46A	map04612	Antigen processing and presentation	604	2	48	4.17	2	302
46A	map04915	Estrogen signaling pathway	602	1	78	1.28	1	301
46A	map04657	IL-17 signaling pathway	602	1	80	1.25	1	301
46A	map04659	Th17 cell differentiation	602	1	87	1.15	1	301
46A	map05215	Prostate cancer	602	1	87	1.15	1	301
49A	map00261	Monobactam biosynthesis	602	12	28	42.86	12	301
3A	map00521	Streptomycin biosynthesis	600	11	21	52.38	11	300
14A	map04980	Cobalamin transport and metabolism	600	5	17	29.41	5	300
14A	map04621	NOD-like receptor signaling pathway	600	4	145	2.76	4	300
42A	map00982	Drug metabolism - cytochrome P450	600	6	25	24	6	300
47A	map00627	Aminobenzoate degradation	600	17	93	18.28	17	300
47A	map04612	Antigen processing and presentation	600	3	48	6.25	3	300
1A	map01040	Biosynthesis of unsaturated fatty acids	598	9	32	28.12	9	299
5A	map04211	Longevity regulating pathway	596	3	68	4.41	3	298
42A	map04211	Longevity regulating pathway	596	4	68	5.88	4	298
47A	map03420	Nucleotide excision repair	596	11	61	18.03	11	298
47A	map04914	Progesterone-mediated oocyte maturation	596	1	65	1.54	1	298
47A	map04915	Estrogen signaling pathway	596	1	78	1.28	1	298
47A	map04657	IL-17 signaling pathway	596	1	80	1.25	1	298
47A	map04659	Th17 cell differentiation	596	1	87	1.15	1	298
47A	map05215	Prostate cancer	596	1	87	1.15	1	298
13A	map04932	Non-alcoholic fatty liver disease	594	16	127	12.6	16	297
49A	map05020	Prion disease	592	25	209	11.96	25	296
42A	map00980	Metabolism of xenobiotics by cytochrome P450	588	6	34	17.65	6	294
46A	map04211	Longevity regulating pathway	588	7	68	10.29	7	294
5A	map01524	Platinum drug resistance	586	4	46	8.7	4	293
1A	map04211	Longevity regulating pathway	584	3	68	4.41	3	292
49A	map04070	Phosphatidylinositol signaling system	584	3	55	5.45	3	292
1A	map04070	Phosphatidylinositol signaling system	582	2	55	3.64	2	291
5A	map04940	Type I diabetes mellitus	582	2	25	8	2	291
14A	map04213	Longevity regulating pathway - multiple species	578	7	58	12.07	7	289
42A	map04152	AMPK signaling pathway	578	7	85	8.24	7	289
47A	map05010	Alzheimer disease	578	16	300	5.33	16	289
5A	map04914	Progesterone-mediated oocyte maturation	576	2	65	3.08	2	288
42A	map05225	Hepatocellular carcinoma	576	2	116	1.72	2	288
47A	map04013	MAPK signaling pathway - fly	576	1	85	1.18	1	288
1A	map04612	Antigen processing and presentation	574	1	48	2.08	1	287
1A	map04914	Progesterone-mediated oocyte maturation	574	1	65	1.54	1	287
1A	map04915	Estrogen signaling pathway	574	1	78	1.28	1	287
1A	map04657	IL-17 signaling pathway	574	1	80	1.25	1	287
1A	map04659	Th17 cell differentiation	574	1	87	1.15	1	287
1A	map05215	Prostate cancer	574	1	87	1.15	1	287
5A	map04612	Antigen processing and presentation	574	1	48	2.08	1	287
5A	map04915	Estrogen signaling pathway	574	1	78	1.28	1	287
5A	map04657	IL-17 signaling pathway	574	1	80	1.25	1	287
5A	map04659	Th17 cell differentiation	574	1	87	1.15	1	287
5A	map05215	Prostate cancer	574	1	87	1.15	1	287
13A	map03320	PPAR signaling pathway	572	9	63	14.29	9	286
47A	map05020	Prion disease	570	15	209	7.18	15	285
49A	map00430	Taurine and hypotaurine metabolism	570	20	29	68.97	20	285
49A	map00600	Sphingolipid metabolism	566	11	58	18.97	11	283
46A	map00380	Tryptophan metabolism	564	24	82	29.27	24	282
49A	map00627	Aminobenzoate degradation	564	23	93	24.73	23	282
13A	map00521	Streptomycin biosynthesis	562	11	21	52.38	11	281
13A	map00982	Drug metabolism - cytochrome P450	562	7	25	28	7	281
42A	map05204	Chemical carcinogenesis - DNA adducts	562	1	29	3.45	1	281
5A	map00627	Aminobenzoate degradation	558	15	93	16.13	15	279
14A	map00627	Aminobenzoate degradation	558	24	93	25.81	24	279
3A	map04914	Progesterone-mediated oocyte maturation	552	2	65	3.08	2	276
42A	map00073	"Cutin, suberine and wax biosynthesis"	552	4	21	19.05	4	276
3A	map04612	Antigen processing and presentation	550	1	48	2.08	1	275
3A	map04915	Estrogen signaling pathway	550	1	78	1.28	1	275
3A	map04657	IL-17 signaling pathway	550	1	80	1.25	1	275
3A	map04659	Th17 cell differentiation	550	1	87	1.15	1	275
3A	map05215	Prostate cancer	550	1	87	1.15	1	275
42A	map04612	Antigen processing and presentation	550	1	48	2.08	1	275
42A	map04914	Progesterone-mediated oocyte maturation	550	1	65	1.54	1	275
42A	map04915	Estrogen signaling pathway	550	1	78	1.28	1	275
42A	map04657	IL-17 signaling pathway	550	1	80	1.25	1	275
42A	map04659	Th17 cell differentiation	550	1	87	1.15	1	275
42A	map05215	Prostate cancer	550	1	87	1.15	1	275
49A	map04932	Non-alcoholic fatty liver disease	550	13	127	10.24	13	275
13A	map00980	Metabolism of xenobiotics by cytochrome P450	548	6	34	17.65	6	274
14A	map00350	Tyrosine metabolism	548	27	85	31.76	27	274
46A	map04070	Phosphatidylinositol signaling system	546	3	55	5.45	3	273
5A	map05010	Alzheimer disease	544	15	300	5	15	272
46A	map00521	Streptomycin biosynthesis	544	12	21	57.14	12	272
49A	map04914	Progesterone-mediated oocyte maturation	542	3	65	4.62	3	271
14A	map00040	Pentose and glucuronate interconversions	540	32	96	33.33	32	270
49A	map04612	Antigen processing and presentation	540	2	48	4.17	2	270
1A	map00600	Sphingolipid metabolism	538	12	58	20.69	12	269
13A	map00040	Pentose and glucuronate interconversions	538	35	96	36.46	35	269
13A	map05171	Coronavirus disease - COVID-19	538	31	219	14.16	31	269
49A	map04915	Estrogen signaling pathway	538	1	78	1.28	1	269
49A	map04657	IL-17 signaling pathway	538	1	80	1.25	1	269
49A	map04659	Th17 cell differentiation	538	1	87	1.15	1	269
49A	map05215	Prostate cancer	538	1	87	1.15	1	269
1A	map01524	Platinum drug resistance	536	4	46	8.7	4	268
14A	map00982	Drug metabolism - cytochrome P450	536	7	25	28	7	268
14A	map04626	Plant-pathogen interaction	536	10	87	11.49	10	268
1A	map04152	AMPK signaling pathway	534	7	85	8.24	7	267
5A	map01040	Biosynthesis of unsaturated fatty acids	534	6	32	18.75	6	267
14A	map00552	Teichoic acid biosynthesis	534	9	41	21.95	9	267
47A	map04932	Non-alcoholic fatty liver disease	534	8	127	6.3	8	267
3A	map04940	Type I diabetes mellitus	532	2	25	8	2	266
3A	map03320	PPAR signaling pathway	530	6	63	9.52	6	265
42A	map00040	Pentose and glucuronate interconversions	530	22	96	22.92	22	265
46A	map00627	Aminobenzoate degradation	530	18	93	19.35	18	265
3A	map04211	Longevity regulating pathway	528	4	68	5.88	4	264
5A	map00073	"Cutin, suberine and wax biosynthesis"	528	1	21	4.76	1	264
14A	map00980	Metabolism of xenobiotics by cytochrome P450	526	5	34	14.71	5	263
46A	map05010	Alzheimer disease	526	40	300	13.33	40	263
3A	map00627	Aminobenzoate degradation	524	19	93	20.43	19	262
5A	map05020	Prion disease	524	14	209	6.7	14	262
47A	map04936	Alcoholic liver disease	522	5	105	4.76	5	261
5A	map00380	Tryptophan metabolism	518	23	82	28.05	23	259
49A	map00543	Exopolysaccharide biosynthesis	516	24	73	32.88	24	258
1A	map00071	Fatty acid degradation	514	22	60	36.67	22	257
46A	map04940	Type I diabetes mellitus	514	2	25	8	2	257
13A	map04068	FoxO signaling pathway	512	3	103	2.91	3	256
13A	map00643	Styrene degradation	508	14	25	56	14	254
13A	map04626	Plant-pathogen interaction	508	10	87	11.49	10	254
14A	map01320	Sulfur cycle	508	26	53	49.06	26	254
46A	map01040	Biosynthesis of unsaturated fatty acids	508	8	32	25	8	254
14A	map00071	Fatty acid degradation	506	22	60	36.67	22	253
49A	map01310	Nitrogen cycle	506	21	39	53.85	21	253
42A	map00521	Streptomycin biosynthesis	504	11	21	52.38	11	252
3A	map04070	Phosphatidylinositol signaling system	500	2	55	3.64	2	250
5A	map04932	Non-alcoholic fatty liver disease	498	9	127	7.09	9	249
1A	map00261	Monobactam biosynthesis	496	12	28	42.86	12	248
1A	map04936	Alcoholic liver disease	496	6	105	5.71	6	248
1A	map05010	Alzheimer disease	496	13	300	4.33	13	248
14A	map03320	PPAR signaling pathway	496	10	63	15.87	10	248
14A	map05225	Hepatocellular carcinoma	496	3	116	2.59	3	248
1A	map00430	Taurine and hypotaurine metabolism	494	15	29	51.72	15	247
5A	map00280	"Valine, leucine and isoleucine degradation"	494	28	71	39.44	28	247
49A	map04152	AMPK signaling pathway	494	10	85	11.76	10	247
5A	map03320	PPAR signaling pathway	492	7	63	11.11	7	246
13A	map05204	Chemical carcinogenesis - DNA adducts	492	2	29	6.9	2	246
13A	map04940	Type I diabetes mellitus	492	1	25	4	1	246
13A	map05225	Hepatocellular carcinoma	492	2	116	1.72	2	246
42A	map04936	Alcoholic liver disease	492	6	105	5.71	6	246
14A	map00521	Streptomycin biosynthesis	488	11	21	52.38	11	244
47A	map00280	"Valine, leucine and isoleucine degradation"	488	22	71	30.99	22	244
14A	map05204	Chemical carcinogenesis - DNA adducts	486	2	29	6.9	2	243
5A	map04152	AMPK signaling pathway	484	6	85	7.06	6	242
47A	map00073	"Cutin, suberine and wax biosynthesis"	484	1	21	4.76	1	242
13A	map00361	Chlorocyclohexane and chlorobenzene degradation	482	11	41	26.83	11	241
13A	map00998	Biosynthesis of various antibiotics	480	5	74	6.76	5	240
49A	map00982	Drug metabolism - cytochrome P450	480	7	25	28	7	240
14A	map00643	Styrene degradation	478	13	25	52	13	239
47A	map00380	Tryptophan metabolism	478	21	82	25.61	21	239
46A	map03320	PPAR signaling pathway	476	7	63	11.11	7	238
1A	map00350	Tyrosine metabolism	474	27	85	31.76	27	237
49A	map00980	Metabolism of xenobiotics by cytochrome P450	474	7	34	20.59	7	237
13A	map00261	Monobactam biosynthesis	472	11	28	39.29	11	236
5A	map00360	Phenylalanine metabolism	470	27	75	36	27	235
13A	map04931	Insulin resistance	470	4	74	5.41	4	235
14A	map04068	FoxO signaling pathway	470	4	103	3.88	4	235
47A	map00521	Streptomycin biosynthesis	470	8	21	38.1	8	235
13A	map04211	Longevity regulating pathway	466	3	68	4.41	3	233
14A	map05171	Coronavirus disease - COVID-19	466	45	219	20.55	45	233
14A	map04931	Insulin resistance	466	6	74	8.11	6	233
46A	map05020	Prion disease	466	37	209	17.7	37	233
1A	map00982	Drug metabolism - cytochrome P450	464	7	25	28	7	232
49A	map04936	Alcoholic liver disease	464	7	105	6.67	7	232
13A	map01040	Biosynthesis of unsaturated fatty acids	462	8	32	25	8	231
13A	map04141	Protein processing in endoplasmic reticulum	462	11	146	7.53	11	231
14A	map01040	Biosynthesis of unsaturated fatty acids	462	9	32	28.12	9	231
14A	map04141	Protein processing in endoplasmic reticulum	462	12	146	8.22	12	231
3A	map01040	Biosynthesis of unsaturated fatty acids	460	7	32	21.88	7	230
13A	map05017	Spinocerebellar ataxia	460	8	116	6.9	8	230
49A	map00643	Styrene degradation	460	13	25	52	13	230
3A	map00430	Taurine and hypotaurine metabolism	456	16	29	55.17	16	228
49A	map05225	Hepatocellular carcinoma	454	2	116	1.72	2	227
42A	map00350	Tyrosine metabolism	450	27	85	31.76	27	225
1A	map00980	Metabolism of xenobiotics by cytochrome P450	448	7	34	20.59	7	224
5A	map00521	Streptomycin biosynthesis	448	9	21	42.86	9	224
3A	map01524	Platinum drug resistance	446	4	46	8.7	4	223
14A	map04211	Longevity regulating pathway	442	5	68	7.35	5	221
49A	map04918	Thyroid hormone synthesis	442	3	53	5.66	3	221
47A	map05171	Coronavirus disease - COVID-19	438	37	219	16.89	37	219
14A	map04940	Type I diabetes mellitus	434	2	25	8	2	217
1A	map00543	Exopolysaccharide biosynthesis	430	15	73	20.55	15	215
1A	map05020	Prion disease	430	12	209	5.74	12	215
3A	map00600	Sphingolipid metabolism	430	13	58	22.41	13	215
46A	map04152	AMPK signaling pathway	430	12	85	14.12	12	215
3A	map05010	Alzheimer disease	428	18	300	6	18	214
14A	map05017	Spinocerebellar ataxia	428	13	116	11.21	13	214
14A	map00361	Chlorocyclohexane and chlorobenzene degradation	426	11	41	26.83	11	213
1A	map04918	Thyroid hormone synthesis	424	3	53	5.66	3	212
1A	map05225	Hepatocellular carcinoma	424	2	116	1.72	2	212
3A	map04152	AMPK signaling pathway	424	7	85	8.24	7	212
5A	map00982	Drug metabolism - cytochrome P450	424	6	25	24	6	212
14A	map00998	Biosynthesis of various antibiotics	424	4	74	5.41	4	212
49A	map05204	Chemical carcinogenesis - DNA adducts	422	2	29	6.9	2	211
5A	map05225	Hepatocellular carcinoma	420	2	116	1.72	2	210
49A	map00361	Chlorocyclohexane and chlorobenzene degradation	420	11	41	26.83	11	210
42A	map04013	MAPK signaling pathway - fly	418	1	85	1.18	1	209
46A	map01524	Platinum drug resistance	418	5	46	10.87	5	209
47A	map00360	Phenylalanine metabolism	418	24	75	32	24	209
1A	map05204	Chemical carcinogenesis - DNA adducts	414	2	29	6.9	2	207
5A	map00980	Metabolism of xenobiotics by cytochrome P450	414	4	34	11.76	4	207
13A	map04070	Phosphatidylinositol signaling system	414	2	55	3.64	2	207
1A	map04932	Non-alcoholic fatty liver disease	410	8	127	6.3	8	205
13A	map04936	Alcoholic liver disease	410	6	105	5.71	6	205
14A	map04070	Phosphatidylinositol signaling system	410	3	55	5.45	3	205
46A	map01310	Nitrogen cycle	408	20	39	51.28	20	204
49A	map04013	MAPK signaling pathway - fly	408	2	85	2.35	2	204
5A	map05204	Chemical carcinogenesis - DNA adducts	406	2	29	6.9	2	203
46A	map00430	Taurine and hypotaurine metabolism	406	15	29	51.72	15	203
3A	map00350	Tyrosine metabolism	404	25	85	29.41	25	202
3A	map00543	Exopolysaccharide biosynthesis	404	15	73	20.55	15	202
46A	map04932	Non-alcoholic fatty liver disease	404	17	127	13.39	17	202
3A	map00261	Monobactam biosynthesis	402	11	28	39.29	11	201
13A	map00310	Lysine degradation	402	27	99	27.27	27	201
47A	map05225	Hepatocellular carcinoma	398	2	116	1.72	2	199
46A	map05171	Coronavirus disease - COVID-19	396	56	219	25.57	56	198
3A	map00071	Fatty acid degradation	392	18	60	30	18	196
5A	map04013	MAPK signaling pathway - fly	392	2	85	2.35	2	196
46A	map00543	Exopolysaccharide biosynthesis	392	12	73	16.44	12	196
42A	map00430	Taurine and hypotaurine metabolism	390	17	29	58.62	17	195
46A	map00261	Monobactam biosynthesis	390	10	28	35.71	10	195
5A	map04936	Alcoholic liver disease	388	5	105	4.76	5	194
49A	map00310	Lysine degradation	388	29	99	29.29	29	194
3A	map05171	Coronavirus disease - COVID-19	386	39	219	17.81	39	193
42A	map00361	Chlorocyclohexane and chlorobenzene degradation	386	7	41	17.07	7	193
47A	map00982	Drug metabolism - cytochrome P450	386	5	25	20	5	193
46A	map00600	Sphingolipid metabolism	384	13	58	22.41	13	192
